usa,china
0,1
0,1
1,1
1,2
1,2
1,2
1,2
1,2
1,3
1,3
1,3
2,3
3,3
3,3
3,3
4,3
4,3
4,3
4,4
4,4
4,4
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
5,5
5,5
5,5
5,5
5,5
5,6
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,8
5,8
5,8
5,8
5,8
6,8
6,8
6,8
7,8
7,9
7,9
7,9
7,9
8,9
8,9
8,9
8,10
8,11
8,11
8,11
8,11
8,11
8,11
8,11
9,11
9,11
9,11
10,11
11,11
11,11
11,11
11,11
11,11
11,12
11,13
11,13
11,14
11,14
11,14
11,14
11,14
11,14
11,14
11,14
11,14
12,14
12,14
12,15
12,15
13,15
13,15
13,15
13,15
13,16
14,16
14,16
14,16
14,16
14,16
14,17
14,17
14,17
15,17
15,17
15,17
15,17
15,17
15,17
15,17
15,17
15,18
16,18
17,18
17,18
18,18
18,18
18,18
18,18
18,18
18,18
18,18
18,18
18,18
18,18
19,18
19,18
20,18
20,18
21,18
21,18
21,18
21,18
21,18
21,18
21,18
21,18
22,18
22,18
22,18
23,18
23,18
23,18
23,18
23,18
23,18
23,18
23,18
23,18
23,19
23,19
23,19
23,19
23,19
23,19
23,20
23,20
23,20
23,20
24,20
25,20
25,20
25,20
26,20
26,21
26,21
26,21
26,21
26,21
26,21
26,21
26,21
27,21
27,22
27,22
27,22
27,22
27,22
27,22
27,22
27,22
27,23
27,23
27,23
28,23
28,23
28,23
28,23
29,23
29,23
29,23
29,23
29,23
29,23
29,24
30,24
30,24
30,24
30,25
31,25
31,25
32,25
32,25
33,25
34,25
34,25
34,25
34,25
34,25
34,25
34,25
34,25
34,25
34,25
34,25
35,25
36,25
36,25
36,25
36,25
37,25
37,25
37,25
37,25
37,25
37,26
37,26
37,26
37,26
37,26
37,26
37,27
37,27
37,27
37,27
37,27
37,27
37,27
37,27
37,27
37,27
37,28
37,28
37,28
37,29
37,29
37,29
37,29
37,29
37,29
37,29
38,29
38,29
38,29
38,29
38,29
39,29
39,29
39,30
39,30
39,31
39,32
39,32
39,32
40,32
40,32
40,32
40,32
41,32
41,32
41,32
41,32
41,33
41,33
41,33
41,33
41,33
41,33
41,33
41,33
41,34
41,34
42,34
42,34
42,34
42,35
42,35
42,36
42,36
42,36
42,36
43,36
43,36
43,37
43,38
44,38
44,38
44,38
44,38
45,38
45,39
45,39
45,39
45,39
45,39
45,40
45,40
45,40
45,40
45,40
46,40
46,40
46,40
46,40
46,40
47,40
47,40
47,40
47,41
47,41
47,41
47,41
47,41
47,41
47,41
47,41
47,41
47,41
47,41
47,41
47,41
47,41
47,41
47,41
47,41
48,41
48,41
48,41
48,41
48,42
49,42
49,42
49,42
49,42
49,42
50,42
50,42
50,43
50,43
50,43
50,43
50,43
50,44
51,44
51,45
51,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
52,45
53,45
53,45
53,46
53,46
53,46
53,46
54,46
54,46
54,46
55,46
55,46
55,46
55,46
55,46
55,46
55,46
55,46
55,46
55,47
56,47
56,47
56,47
56,47
56,47
56,48
56,48
56,48
56,48
56,48
56,48
56,48
56,48
56,48
56,48
56,48
56,48
56,48
56,48
56,48
56,48
56,48
56,49
57,49
57,49
57,49
57,49
57,49
58,49
58,49
58,49
58,49
58,49
58,50
59,50
60,50
60,51
60,51
60,51
60,51
60,52
60,52
60,52
60,52
60,52
60,52
61,52
61,52
61,52
62,52
62,52
63,52
63,52
63,52
63,52
63,53
63,53
63,53
63,53
63,53
63,53
63,53
63,54
63,54
63,54
63,54
63,54
63,54
63,54
63,54
63,54
63,54
63,54
63,54
64,54
64,55
65,55
65,55
66,55
66,56
66,56
67,56
67,56
68,56
68,56
68,56
68,56
69,56
70,56
70,56
70,56
70,56
70,56
70,56
70,56
70,56
70,56
70,56
70,56
70,56
70,56
70,56
70,56
70,56
70,56
70,56
70,56
70,56
70,56
70,56
70,56
71,56
71,57
71,57
71,57
71,57
71,57
71,57
71,57
71,58
71,58
71,58
71,58
71,58
72,58
72,58
73,58
73,58
73,58
73,58
73,58
73,58
73,58
73,58
73,58
74,58
74,58
74,58
74,59
74,59
74,60
74,60
75,60
75,60
75,60
75,60
76,60
76,60
76,60
77,60
77,60
77,60
77,60
77,60
78,60
78,60
78,60
79,60
80,60
81,60
81,60
81,60
82,60
83,60
84,60
85,60
85,60
85,60
85,60
86,60
86,60
86,60
86,60
86,60
86,60
87,60
87,61
87,61
87,62
87,62
87,62
87,62
87,62
87,62
87,63
88,63
88,63
89,63
89,63
89,63
89,63
89,63
89,63
89,63
89,64
89,64
89,64
89,64
89,64
89,64
89,64
89,64
89,65
89,65
90,65
90,65
90,65
91,65
91,65
91,65
91,65
91,65
91,65
91,65
91,65
91,65
91,65
91,65
91,65
91,65
91,65
91,65
91,65
91,66
91,66
92,66
92,66
92,66
92,66
93,66
93,66
93,67
93,67
93,67
93,67
93,67
94,67
94,68
94,69
94,70
94,71
94,71
94,71
94,71
94,72
94,72
94,72
94,72
94,72
94,72
94,72
94,72
94,73
94,73
94,73
94,73
94,73
94,73
94,73
94,73
94,74
94,74
94,74
95,74
95,74
95,74
95,74
96,74
96,74
96,74
96,74
97,74
97,74
97,75
97,75
97,75
97,76
98,76
98,76
98,76
98,76
99,76
99,76
99,76
99,76
100,76
100,76
100,77
100,77
101,77
101,77
101,77
101,77
102,77
103,77
103,78
103,79
103,79
103,79
103,79
103,79
103,79
103,79
104,79
104,79
105,79
105,80
106,80
106,80
106,80
107,80
107,80
107,80
107,80
107,80
107,81
107,81
107,81
107,81
107,81
107,81
107,81
107,81
107,81
107,81
107,82
107,82
107,82
107,83
107,83
107,83
107,83
107,84
107,85
107,85
107,85
107,85
108,85
109,85
109,85
109,85
110,85
110,85
110,85
110,85
110,85
111,85
111,85
111,85
111,85
111,85
111,85
111,85
111,85
111,85
111,85
111,85
112,85
112,85
112,85
112,86
112,86
112,87
112,87
112,87
112,87
112,88
112,88
112,88
112,88
112,88
112,88
112,89
112,89
112,89
112,89
112,90
112,90
112,90
112,91
112,91
112,92
112,93
112,93
112,93
112,94
112,94
112,94
113,94
113,94
114,94
114,94
114,94
114,94
114,95
114,95
114,95
114,95
114,95
114,96
114,96
114,96
114,96
114,96
115,96
115,96
115,96
115,96
115,96
116,96
117,96
117,96
117,96
117,97
117,97
117,97
117,97
117,97
117,97
117,97
117,97
117,97
117,97
117,97
117,97
117,97
118,97
118,97
118,97
118,97
119,97
120,97
120,97
121,97
121,97
121,97
121,97
121,97
121,97
121,97
121,97
121,97
121,97
121,97
121,97
121,97
121,97
121,97
121,97
121,97
121,97
121,97
121,97
121,97
121,97
121,97
121,98
121,98
121,99
121,100
122,100
123,100
123,100
123,100
123,100
124,100
124,101
124,101
124,101
124,101
124,101
124,101
124,101
125,101
125,102
125,102
125,102
125,102
125,102
125,103
125,103
125,103
126,103
127,103
127,103
127,103
128,103
128,104
128,105
128,105
128,105
128,105
128,105
128,105
128,105
129,105
129,105
129,105
129,105
130,105
130,106
130,107
130,107
131,107
131,107
131,107
131,107
131,107
131,107
132,107
132,107
132,107
132,107
132,107
132,107
132,107
132,107
132,107
133,107
133,107
134,107
134,107
134,107
134,107
134,107
134,107
134,107
134,107
134,108
134,108
134,108
134,108
134,108
134,109
134,109
134,109
134,109
134,109
135,109
136,109
136,109
137,109
138,109
138,109
138,109
138,109
138,109
138,109
138,109
138,109
138,109
138,109
138,109
138,109
139,109
139,109
139,110
140,110
141,110
141,111
141,112
141,112
141,112
141,112
141,112
142,112
142,112
142,112
142,113
142,113
142,114
142,114
142,114
143,114
144,114
144,114
145,114
145,114
145,114
145,114
145,114
145,114
145,114
146,114
146,114
146,114
146,114
147,114
147,114
148,114
148,114
148,114
148,115
148,115
148,115
148,115
148,115
148,116
148,116
149,116
150,116
150,116
151,116
151,116
151,116
151,116
151,116
151,116
151,116
151,116
151,116
151,116
151,116
152,116
153,116
154,116
154,116
154,117
154,117
154,117
154,117
154,117
154,117
154,118
154,118
154,118
155,118
155,118
155,118
155,118
155,118
155,118
155,118
155,118
155,118
155,118
155,118
155,118
155,118
155,118
155,118
155,118
156,118
156,118
156,118
156,119
156,119
156,120
156,120
156,121
157,121
157,121
157,122
157,122
157,122
157,122
157,122
158,122
158,122
158,122
158,122
159,122
159,122
159,122
159,122
159,122
159,123
160,123
160,123
160,123
160,123
160,123
160,123
160,123
160,124
160,124
160,125
160,125
160,125
161,125
162,125
162,125
162,125
162,125
163,125
164,125
164,125
164,125
164,125
164,125
164,126
164,126
164,126
164,126
164,126
164,126
164,126
164,126
164,126
164,126
164,126
164,126
165,126
165,126
166,126
166,126
166,126
167,126
167,126
168,126
168,126
168,126
168,127
168,127
168,127
168,128
168,128
168,128
169,128
169,128
170,128
170,128
170,128
170,129
170,129
171,129
171,129
172,129
172,129
172,130
172,130
172,130
173,130
173,131
173,131
174,131
174,132
174,132
174,132
175,132
175,132
175,132
175,132
176,132
176,133
176,133
176,133
176,133
176,133
176,133
176,133
176,133
176,133
176,133
176,133
176,134
176,134
177,134
177,134
177,135
177,135
177,135
177,135
177,135
177,135
177,135
177,135
177,135
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,136
177,137
177,137
178,137
178,137
178,137
178,137
178,137
179,137
179,137
179,137
180,137
180,137
180,137
180,137
180,137
180,137
180,137
180,137
180,137
180,137
180,137
180,137
180,137
180,137
180,138
180,138
180,138
180,138
180,138
180,138
180,138
180,138
180,138
180,138
181,138
181,138
181,138
181,138
181,139
181,139
181,139
181,139
182,139
182,140
182,140
182,140
182,140
182,140
183,140
183,140
183,141
183,141
183,141
183,141
184,141
185,141
186,141
186,141
186,141
186,141
186,141
186,141
186,141
186,142
187,142
187,142
187,142
187,142
187,142
187,142
187,142
187,142
187,142
187,142
187,142
188,142
188,142
188,142
188,142
189,142
189,142
189,142
189,142
189,142
190,142
190,142
190,142
190,142
190,143
190,143
190,143
190,143
190,143
190,143
191,143
191,143
191,143
192,143
192,143
192,143
192,143
192,143
192,143
192,144
192,144
193,144
193,145
193,145
193,145
194,145
194,145
194,145
194,145
195,145
195,145
196,145
197,145
197,145
197,145
197,146
197,146
197,146
197,146
197,146
197,146
197,146
197,147
197,147
197,147
197,147
198,147
198,147
198,147
198,147
199,147
199,147
200,147
200,147
200,147
200,147
200,147
200,147
200,147
200,147
200,147
200,147
200,147
201,147
201,147
202,147
202,148
202,148
202,148
203,148
203,149
203,149
203,149
203,149
203,150
203,150
203,150
203,151
203,152
203,152
204,152
204,152
204,152
204,152
204,152
204,152
204,152
204,152
204,152
204,152
204,152
205,152
205,152
205,152
205,152
205,152
205,153
205,153
205,153
205,153
205,153
205,153
205,153
206,153
206,153
206,153
206,153
206,153
206,153
206,153
207,153
207,153
207,153
207,153
207,154
208,154
208,154
208,154
208,154
208,154
208,154
208,154
208,154
208,154
208,154
208,154
209,154
209,154
210,154
210,155
210,155
211,155
212,155
212,155
212,155
212,155
213,155
213,155
213,155
214,155
214,155
214,155
215,155
215,155
216,155
216,155
217,155
217,155
218,155
218,155
218,155
218,155
218,155
218,155
218,155
218,155
218,155
218,155
218,155
219,155
219,155
220,155
220,156
220,156
220,156
220,156
220,156
221,156
221,156
221,156
221,156
221,156
221,156
221,156
222,156
222,156
222,156
222,156
223,156
224,156
225,156
225,156
226,156
226,156
226,156
226,156
226,156
226,156
226,156
226,156
226,156
226,156
226,156
226,156
227,156
227,156
227,156
227,156
227,156
228,156
228,156
228,156
228,156
228,156
228,156
228,156
228,156
229,156
229,157
229,157
229,157
229,157
230,157
230,157
230,157
230,157
230,157
230,157
230,157
230,157
230,157
230,157
230,157
230,157
230,157
230,157
230,157
230,157
230,157
230,157
230,157
230,157
231,157
231,157
231,157
231,157
231,157
231,157
232,157
233,157
234,157
234,157
234,157
234,157
234,157
234,157
235,157
236,157
237,157
237,157
237,157
237,157
237,157
237,157
237,157
238,157
238,157
239,157
240,157
240,157
240,157
240,157
240,157
240,157
240,157
241,157
241,157
242,157
242,157
242,157
242,157
242,157
242,158
242,158
242,158
242,158
242,158
242,159
242,159
242,159
243,159
243,159
244,159
245,159
245,159
245,160
245,160
245,160
245,160
245,160
245,160
245,160
245,160
245,160
245,160
245,160
245,160
245,160
246,160
246,160
246,160
246,160
247,160
248,160
248,160
248,160
249,160
249,160
249,160
249,161
249,161
250,161
250,161
250,161
251,161
252,161
252,161
252,161
252,161
252,162
252,163
252,163
252,163
252,163
252,163
252,164
253,164
253,164
253,164
253,164
253,164
253,164
254,164
254,164
254,164
254,164
254,164
254,164
254,164
254,164
254,164
254,164
254,164
254,164
254,164
255,164
255,164
255,164
255,164
255,164
255,164
255,164
255,164
255,164
255,164
255,164
255,164
255,164
255,164
255,164
255,165
255,165
255,165
255,165
255,166
256,166
256,166
256,166
256,166
256,166
256,167
256,167
256,168
256,168
256,169
257,169
258,169
258,169
259,169
260,169
260,169
261,169
261,169
261,170
261,170
261,170
261,170
261,170
261,170
261,170
261,171
261,171
261,171
261,171
261,172
261,172
261,172
261,172
262,172
262,172
263,172
263,172
263,172
263,173
263,173
263,173
264,173
264,174
264,174
264,174
264,174
264,174
264,174
264,174
264,175
264,175
264,175
265,175
265,175
266,175
266,175
266,175
266,175
267,175
267,175
267,175
268,175
268,176
268,176
268,176
268,177
268,177
269,177
269,177
269,177
269,177
270,177
270,177
270,177
270,178
270,178
270,178
270,178
270,178
270,178
270,178
270,178
270,178
270,178
270,178
270,179
270,180
270,180
270,181
270,181
270,181
270,181
270,181
270,182
270,183
270,183
270,183
270,183
270,183
270,183
270,183
270,183
270,183
270,183
270,183
270,183
270,183
270,183
270,183
270,183
270,183
270,183
270,183
270,183
270,183
270,183
270,183
270,183
271,183
271,183
271,183
271,183
271,183
271,183
271,183
271,183
271,183
271,183
271,183
271,183
271,183
271,183
271,183
272,183
272,183
272,183
272,183
272,183
272,183
272,183
272,183
272,183
272,183
272,183
272,183
272,183
272,183
272,183
272,183
273,183
273,183
273,183
273,183
273,183
273,183
273,183
273,183
273,183
274,183
275,183
275,183
275,183
276,183
276,183
276,183
276,183
276,183
276,183
276,183
276,183
276,183
277,183
278,183
278,183
279,183
279,183
279,183
279,183
279,183
280,183
280,183
281,183
281,183
282,183
282,183
282,183
283,183
283,183
283,184
283,184
283,184
283,184
284,184
284,184
284,185
284,185
284,185
284,185
284,185
284,186
284,186
284,186
284,186
285,186
285,186
285,186
285,186
285,186
285,186
285,187
286,187
286,187
286,187
286,187
286,187
286,188
286,188
286,188
286,188
286,188
286,188
286,188
287,188
288,188
288,188
288,189
288,189
288,189
288,189
289,189
289,189
289,189
289,189
289,189
290,189
290,189
290,189
290,189
290,189
290,189
290,189
290,189
290,189
290,189
290,189
290,189
290,189
290,189
290,189
290,189
290,189
290,189
290,189
290,190
290,191
290,192
290,192
291,192
291,192
291,192
291,192
291,192
291,192
291,192
291,192
291,192
291,192
291,192
291,192
291,192
291,192
292,192
292,192
293,192
293,192
293,192
293,192
293,192
294,192
294,192
294,192
294,192
294,192
295,192
296,192
296,192
296,192
296,192
296,192
297,192
298,192
298,193
298,193
298,193
298,193
298,193
298,193
298,193
298,193
298,193
298,193
298,193
298,193
299,193
300,193
300,193
300,193
301,193
301,193
301,193
301,193
301,193
301,193
301,193
301,193
301,193
301,193
301,193
301,193
301,193
301,194
301,194
301,194
301,194
301,194
301,194
301,194
301,194
301,194
301,194
301,194
301,194
301,194
301,194
301,194
301,194
301,194
301,194
301,194
301,194
301,194
301,194
301,194
301,194
301,195
301,195
301,195
301,195
301,195
301,195
301,195
301,195
301,195
301,195
301,195
302,195
302,195
302,196
302,196
302,196
302,196
302,196
302,197
303,197
303,197
303,197
303,197
303,197
303,197
303,197
303,197
304,197
304,197
304,198
305,198
305,198
305,198
305,198
305,198
305,198
305,198
305,198
305,198
305,198
305,198
305,198
305,198
306,198
306,198
306,198
306,198
306,198
307,198
307,198
307,198
307,199
307,199
307,199
307,199
307,199
307,199
307,199
307,199
307,199
307,199
307,200
307,200
307,200
307,200
307,200
307,201
307,201
307,201
307,201
307,201
307,201
307,201
308,201
308,201
308,202
308,202
308,203
308,203
308,203
308,203
309,203
309,203
309,203
309,203
309,203
309,203
309,203
309,203
309,203
309,203
309,203
310,203
310,204
310,204
310,204
310,205
310,205
310,205
310,205
310,205
310,206
310,206
310,207
310,207
310,208
310,208
310,209
311,209
311,209
311,209
311,210
311,210
311,211
311,211
311,211
311,211
311,211
311,212
311,212
312,212
313,212
313,212
313,213
313,213
313,213
313,213
313,213
313,213
313,214
314,214
315,214
315,215
315,215
315,215
315,215
315,215
315,215
315,216
315,216
315,216
315,216
315,216
315,216
315,216
315,216
316,216
316,216
316,216
316,216
316,216
316,216
316,216
316,216
317,216
317,216
318,216
318,216
318,216
318,216
318,216
318,216
318,216
319,216
320,216
320,216
321,216
321,216
321,216
322,216
322,216
323,216
323,216
323,216
323,216
323,216
323,216
324,216
324,216
324,217
324,217
324,217
324,217
324,217
325,217
325,217
325,217
325,217
325,217
325,217
325,218
325,218
325,218
325,218
325,218
325,219
325,219
325,219
325,219
325,219
325,219
325,219
325,220
326,220
326,220
327,220
327,220
327,220
328,220
328,220
328,221
328,221
328,221
328,221
328,221
328,221
329,221
329,222
329,222
329,223
329,223
329,223
329,223
329,223
329,223
329,224
329,224
329,224
329,225
329,225
329,226
329,226
329,226
329,226
329,227
330,227
331,227
331,227
331,227
331,227
331,227
331,227
331,228
331,228
331,228
331,228
331,228
331,229
331,229
331,229
331,229
331,230
331,230
332,230
332,230
332,230
332,231
332,231
332,231
332,231
332,231
332,231
332,231
333,231
333,231
333,231
333,232
333,233
333,233
333,233
333,233
334,233
334,233
334,233
334,233
334,233
334,233
335,233
335,233
335,233
335,233
335,233
335,233
336,233
337,233
337,233
337,233
337,233
337,233
337,233
337,233
337,233
338,233
338,233
338,234
339,234
339,235
339,235
340,235
341,235
341,235
341,235
341,235
341,235
341,235
342,235
342,235
342,235
342,235
343,235
343,235
343,235
343,235
343,235
343,235
343,235
343,235
343,236
344,236
344,236
344,236
344,237
345,237
345,237
345,237
345,237
345,238
345,238
345,238
345,238
345,238
345,239
345,239
345,239
345,239
345,239
345,239
345,240
345,240
345,240
345,240
346,240
346,240
346,240
346,240
346,241
346,241
346,241
346,241
347,241
347,241
347,241
347,242
348,242
348,242
348,242
349,242
349,243
349,243
349,243
349,243
349,243
349,243
349,243
349,243
349,243
349,243
349,243
349,243
350,243
351,243
351,243
351,243
352,243
352,243
352,243
352,243
352,243
352,244
352,245
352,245
352,245
353,245
354,245
354,245
354,245
354,245
354,246
354,247
354,247
354,247
354,247
354,247
354,247
354,247
354,248
355,248
355,248
355,248
355,248
356,248
356,249
356,249
356,249
357,249
357,249
357,249
357,249
357,249
357,249
357,249
357,249
358,249
358,249
358,249
358,249
358,249
358,249
358,249
358,250
359,250
359,250
359,250
359,250
359,250
359,250
359,250
359,250
359,250
359,250
360,250
360,250
360,250
360,250
360,250
360,250
360,250
360,250
360,250
360,250
360,250
360,250
360,250
360,250
360,250
361,250
361,250
361,250
361,250
361,250
361,250
361,250
361,250
362,250
363,250
363,250
363,250
363,251
363,252
363,252
363,252
363,252
363,252
363,252
363,252
363,252
363,252
363,252
363,252
363,252
363,252
363,252
363,252
363,252
363,252
363,253
363,253
363,253
363,253
363,254
363,254
363,254
363,255
363,255
363,255
363,255
363,255
363,256
363,256
363,256
363,256
364,256
364,256
364,256
364,257
364,257
364,257
364,257
364,257
364,257
364,257
364,257
364,257
364,257
364,257
364,257
364,257
364,258
365,258
365,258
365,259
365,259
365,260
365,260
365,260
365,260
366,260
366,260
366,260
366,260
366,260
366,260
366,260
366,260
366,260
367,260
367,260
367,260
367,260
367,260
367,261
367,262
367,262
368,262
369,262
369,262
369,262
370,262
370,262
370,262
371,262
371,262
371,263
371,263
371,263
371,263
371,263
371,263
371,264
371,264
371,264
371,264
371,264
371,264
371,264
372,264
372,264
373,264
373,264
373,264
374,264
374,264
374,264
374,264
374,264
374,265
375,265
375,265
375,265
375,265
375,265
375,265
375,265
375,265
375,265
375,265
375,265
375,265
375,265
376,265
376,265
377,265
377,265
377,265
377,265
377,265
377,265
377,265
378,265
378,265
378,265
378,265
378,265
378,265
378,266
378,266
378,266
378,266
378,266
378,266
378,266
378,266
378,266
378,266
378,266
378,266
378,266
378,267
378,267
378,267
378,267
378,267
378,267
378,267
378,267
378,267
378,267
378,267
378,267
378,267
378,267
378,267
378,267
378,267
378,267
378,267
379,267
380,267
380,267
381,267
381,267
381,267
381,267
381,267
381,267
381,267
381,267
381,267
381,267
381,267
381,267
381,267
381,267
381,267
381,267
381,267
381,267
382,267
382,267
383,267
383,267
383,267
383,267
383,267
383,267
383,267
384,267
384,268
384,269
384,269
384,270
385,270
386,270
386,271
386,271
386,272
386,272
386,272
386,273
386,273
386,273
386,273
386,273
386,273
386,273
387,273
387,273
387,273
387,273
387,273
387,273
388,273
389,273
389,273
389,274
389,274
389,274
389,274
389,274
390,274
390,274
390,274
390,274
390,274
390,274
390,274
391,274
391,274
391,274
392,274
393,274
393,274
394,274
394,274
394,274
394,274
394,274
394,274
395,274
396,274
397,274
397,274
397,274
397,274
397,275
398,275
398,275
398,275
398,275
398,276
398,276
399,276
399,276
400,276
400,276
400,276
400,276
400,276
401,276
401,276
401,276
401,276
401,277
402,277
402,277
402,277
402,277
402,277
402,277
402,278
402,278
403,278
403,278
404,278
404,278
404,278
405,278
405,278
405,278
405,279
405,279
405,279
406,279
406,279
406,279
406,279
406,279
407,279
407,279
407,279
407,279
407,279
407,279
407,280
407,280
407,280
408,280
408,280
408,280
408,280
408,280
409,280
409,280
409,280
409,280
409,281
409,281
409,281
409,281
409,281
409,282
409,282
409,282
409,282
410,282
410,282
410,282
410,282
410,283
411,283
411,283
412,283
412,283
412,283
412,283
412,283
412,283
412,284
412,284
412,284
412,284
412,284
412,284
412,284
412,284
412,284
412,285
412,285
412,285
412,286
412,286
412,286
412,286
412,286
412,286
412,287
412,287
412,287
412,287
412,288
412,288
412,288
412,288
412,288
412,288
412,289
412,289
412,290
412,290
412,290
412,290
412,290
412,290
412,290
413,290
413,290
413,291
413,291
413,291
413,291
413,291
414,291
414,291
414,291
414,291
414,292
414,292
415,292
415,292
415,292
415,292
415,292
415,292
415,293
416,293
416,293
416,293
416,294
417,294
417,295
417,295
417,295
417,295
418,295
418,295
418,295
418,296
418,297
418,297
418,297
418,297
418,297
418,297
418,298
418,298
419,298
419,298
420,298
420,298
420,298
420,298
420,298
420,298
420,298
420,298
420,298
420,298
420,298
420,298
420,298
420,298
421,298
421,298
421,298
422,298
422,298
423,298
423,298
423,298
423,298
423,298
423,299
424,299
424,300
424,300
424,301
425,301
426,301
426,301
426,301
426,301
426,301
426,301
426,301
427,301
427,301
427,301
427,301
427,301
427,301
427,301
428,301
428,301
429,301
430,301
430,301
430,301
430,301
430,301
431,301
431,301
431,301
431,301
432,301
432,301
432,301
432,302
433,302
433,302
433,303
433,303
434,303
434,303
434,303
434,303
434,304
434,304
435,304
436,304
436,304
436,304
436,304
436,304
436,304
436,304
436,305
436,305
436,305
436,305
437,305
437,306
437,306
438,306
438,306
438,306
438,306
438,306
438,306
438,306
438,306
439,306
439,306
439,306
440,306
441,306
441,307
441,307
442,307
442,307
442,307
443,307
443,307
443,307
443,307
443,307
443,307
443,307
443,307
443,307
443,308
444,308
445,308
445,308
445,308
445,308
445,308
446,308
446,309
446,309
446,309
446,309
446,309
446,310
447,310
447,310
447,310
447,310
447,311
447,311
447,311
447,311
447,311
447,311
447,312
447,312
448,312
449,312
449,312
449,312
450,312
450,312
451,312
451,312
451,312
451,312
452,312
452,312
452,312
452,313
452,313
452,313
453,313
453,313
453,314
453,314
453,314
453,314
453,315
453,315
453,315
453,315
453,315
453,315
453,315
453,315
453,315
453,315
453,315
453,315
453,315
453,315
454,315
454,315
454,316
455,316
455,317
455,318
455,318
455,318
455,318
455,319
455,319
455,319
455,319
455,319
455,319
455,320
456,320
456,320
456,320
456,320
456,320
456,320
456,320
456,320
456,321
456,321
456,322
456,323
456,323
457,323
458,323
458,323
458,323
458,323
458,323
458,323
458,324
458,324
459,324
459,324
460,324
461,324
461,324
461,325
461,325
461,325
462,325
462,325
462,325
462,325
462,325
463,325
463,325
463,325
463,325
463,325
463,325
463,325
463,325
463,325
463,325
463,325
463,325
463,325
463,325
463,325
463,325
463,325
463,325
463,325
463,325
463,325
463,325
464,325
464,325
464,325
464,325
464,325
465,325
465,325
465,325
466,325
466,325
466,325
467,325
467,326
467,326
468,326
468,326
468,326
468,326
468,326
468,326
469,326
469,326
469,326
469,326
469,326
469,326
469,326
469,326
469,326
469,326
470,326
470,326
470,326
471,326
471,326
472,326
472,326
472,326
473,326
473,326
473,326
474,326
475,326
476,326
476,326
476,326
476,326
476,327
477,327
478,327
479,327
479,327
479,327
479,327
479,327
479,327
479,328
480,328
480,328
480,328
480,328
480,328
480,328
481,328
481,328
481,329
481,329
481,329
481,329
481,329
481,329
481,329
481,330
481,330
481,330
481,330
481,330
481,330
481,331
481,331
481,332
481,332
481,332
481,332
481,332
481,332
481,332
481,332
481,332
481,332
482,332
483,332
483,332
483,332
484,332
484,332
484,332
484,332
484,332
485,332
485,332
485,332
486,332
486,332
486,333
486,333
486,333
486,333
486,333
487,333
487,333
487,333
487,333
487,333
487,333
487,333
487,333
488,333
488,333
488,333
488,333
488,333
488,333
488,333
488,333
488,333
488,333
488,334
488,334
488,334
488,335
489,335
489,336
489,336
489,336
489,336
489,336
490,336
491,336
492,336
493,336
493,337
493,337
493,337
493,337
493,337
493,337
493,337
